,id,output
85,10761,7847.468255540816
86,11591,7936.743049211762
87,12327,1273.2364197359402
88,17004,7411.857020143388
89,15680,-2941.0600192565744
90,16195,286.3308405827988
91,15474,423.9516397305192
92,17284,-1463.4920453845461
93,18908,-2567.429633117607
94,14277,1631.3421068187636
95,14924,-3086.6511727505895
96,13919,1619.2808700061942
97,15254,-5105.981372813507
98,13202,2549.1281081143934
99,16766,1241.0692885950646
100,15324,18291.448517172794
101,11368,979.7099624112959
102,14317,-4821.631923635237
103,17266,1689.5943631967673
104,10189,2450.7474130821274
105,11028,6362.606197541835
106,10711,9225.342136843345
107,14874,5006.98549210007
108,17245,-5265.009468813362
109,15974,12021.69861756191
110,18994,-29509.58540070068
111,19872,-18833.257617966035
112,12836,-11731.013586753463
113,15735,6402.467705641971
114,11353,-1964.6666143004325
115,14846,13590.280223271393
116,11607,-9245.196938809837
117,13728,3617.802220048923
118,12620,-10892.42457942455
119,19347,18923.46339111224
120,17014,4817.087829135514
121,10978,4075.005690408667
122,16929,-585.7693371908567
123,14490,15993.500276430732
124,10736,-10737.093959949207
125,10832,-5744.841264027361
126,16282,-853.1948696854115
127,16616,-24096.79765048679
128,12892,-9555.917566866305
129,11476,-13567.047288023825
130,18604,23632.480754635435
131,18388,-12577.790674756112
132,15459,-1278.2088394267557
133,19991,-6501.231490142462
134,11707,-33308.184068345865
135,15249,-4277.149208305274
136,12753,17672.7074348279
137,12678,11249.42648879984
138,12090,8741.258137412718
139,11738,13907.423771477655
140,15311,-22064.238652798835
141,18015,-8386.29001709604
142,17528,-9570.734332100868
143,17736,-16034.288710351848
144,13587,-20123.89685680805
145,16934,-22000.416444695726
146,15540,-302.5319430231467
147,14747,14047.32574321065
148,12975,20573.56179130706
149,15694,2626.7612359589552
150,14344,5124.5290665079365
151,14572,13220.933727371446
152,10307,2955.1413240310303
153,12026,-14729.340479309065
154,16554,11129.233790551512
155,16700,6854.809024284396
156,13786,4740.590881566359
157,16165,-12948.111353566508
158,16976,4877.940619210917
159,13586,-21804.317751575443
160,19410,4112.571875591328
161,13542,-4693.205695055035
162,19105,-4664.174785567775
163,19973,8648.103063663786
164,14026,14361.059227950918
165,11506,-5511.052000567494
166,11425,10032.40229449866
167,13730,11823.454441933192
168,13253,-1374.2824088888078
169,10186,2694.149892108385
170,10809,-13949.102435603982
171,11795,-807.1965738055633
172,18543,-861.3778771701022
173,18362,21650.91559062986
174,13995,-9466.281103635461
175,10536,-9632.03348767172
176,14044,-5101.256865664463
177,19927,-10991.746483835692
178,17615,-2744.985824824224
179,18727,-24609.574148143525
180,18771,-17912.93193019898
181,13751,12127.396266490308
182,14283,-9776.537752641963
183,18190,-6837.747917093661
184,17278,17563.06252173043
185,10752,-446.9106140328877
186,12564,12908.022768951269
187,11398,630.6449599771386
188,19817,-3600.9018465542026
189,14156,4580.710864080611
190,12295,-16718.660398703443
191,15417,-5389.059751074924
192,18793,14728.594095566845
193,16618,-3301.8480239636215
194,14281,12143.007239533024
195,14392,5818.716816826624
196,18011,-17723.30143120021
197,15583,-1762.7832195608144
198,10853,-8941.679431339533
199,17807,-15392.678670670099
200,15393,235.63594562170147
201,13289,6399.912375134189
202,19822,6225.885537087241
203,18886,-2256.184623329551
204,10177,-979.5817228470978
205,14577,-27119.290199816427
206,18219,4507.331880533167
207,14509,-4409.866375502326
208,14527,4595.145806497455
209,13842,-10632.17124992708
210,14454,4179.695930934896
211,16119,6516.031467211847
212,13938,-18814.428035341072
213,16049,30868.939381931636
214,11768,16121.609929892911
215,12562,-18901.95060743265
216,19072,-25554.409032392712
217,14570,-10634.259159596279
218,15242,9572.632389887869
219,19577,-10369.726312698012
220,13699,1338.2853910660565
221,11489,8949.415975380958
222,10405,812.0709576882123
223,16463,-4705.342112348919
224,18427,-1263.6196918235528
225,17779,-5793.8515641841
226,19503,-12964.117199161205
227,18055,-4393.752603210221
228,14554,10342.683927915321
229,11991,6578.865459003532
230,16016,11280.32745595816
231,14763,2551.585183814878
232,12176,10229.166085057925
233,16500,-7592.570643436476
234,18573,-3688.906519554477
235,15997,21621.718859680943
236,11663,15098.839918770338
237,17710,980.0587199591382
238,18226,-18286.176680420023
239,16116,19523.60675343274
240,19502,-6304.837700720954
241,10649,-17964.811536808673
242,11084,8264.121246577803
243,19327,-4443.363832499566
244,10637,-9062.007881862535
245,11760,-8279.198324148841
246,13449,-29548.997656947176
247,15935,-3672.61180702156
248,11072,24090.120988660914
249,17281,4742.097849513126
250,15610,751.1895156961191
251,12145,4931.953352266576
252,13466,-12704.17565153241
253,17722,-22220.05558982834
254,17284,-5290.961590652599
255,13237,-10656.228679431613
256,16664,515.4450197436335
257,18592,-12805.892921068338
258,10210,22185.32620985388
259,18383,-24999.203382996166
260,13584,-9335.069500294365
261,14105,-3816.3712244425587
262,16851,6596.661518242436
263,14346,-24650.159436520702
264,11572,-24151.3051809431
265,11851,3527.867622663838
266,19382,-13436.42199683975
267,13313,2427.3830042018917
268,18996,-7896.187553812685
269,13389,9974.742385058602
270,10441,3723.0197548174583
271,15762,13092.624785284357
272,18406,-19100.996949372853
273,14788,9035.59934365147
274,14524,-5426.349072819294
275,16412,-3784.3112658255654
276,17011,15464.014797294696
277,19109,17771.491061950317
278,12360,9860.49095037177
279,19737,-15794.078111523277
280,18685,732.7792830617566
281,14151,-10654.016850803911
282,17459,19526.554305480997
283,15394,8220.28576846282
284,16874,-11305.00502848389
285,17767,-16077.967001501342
286,19352,10495.237449662478
287,17268,-1435.471640674576
288,12073,3604.6457492579048
289,13015,-16438.619229566426
290,19340,2616.0177247368356
291,18682,-21782.75200842514
292,16552,13666.36180254884
293,18528,-13238.767515793705
294,12495,21906.500956295557
295,19558,-15304.085654794144
296,19171,-12599.736240955384
297,15043,2504.2612679450326
298,15417,12810.134573670259
299,19232,1536.7801029165691
300,14602,-16656.38710922974
301,14575,-3566.216007939434
302,13755,-4341.209237272243
303,18810,2049.5251505772194
304,12265,13494.892343562351
305,18386,-1080.8307795501587
306,12881,6432.991333391781
307,10829,2108.690002864483
308,18570,-5328.224403547265
309,10649,3000.4594159402245
310,10694,7865.726777581769
311,18455,13626.729470843744
312,19978,-12740.99409043026
313,18559,-25170.342010073968
314,14255,3373.167692935158
315,13406,-5111.183295821356
316,12497,-5152.622767568047
317,10297,18540.54492278606
318,12814,-10341.97562217279
319,12860,3305.2598034406788
320,17062,2142.5743142821966
321,15484,-13527.382437887241
322,18760,13390.932390279715
323,19591,-726.3378150673568
324,16925,11508.894581287426
325,16229,10890.549170708684
326,11394,-4892.4606142398325
327,15441,-22633.269260811496
328,12012,-10726.074076751278
329,19874,10761.220786473817
330,13265,3928.5653657979606
331,18499,-24437.118117855596
332,13782,9624.505042502591
333,15564,12933.086299379656
334,10159,3250.944089974735
335,17812,20561.511542348235
336,15720,5612.543989677631
337,17952,-5438.9560384025945
338,15372,2485.372775863731
339,19327,7135.391537002814
340,13753,15952.890610847393
341,14852,12061.04737975912
342,12675,-4571.3267994887365
343,14249,-15552.230077158005
344,13963,-10215.008066777003
345,16465,7045.894617574101
346,12064,9584.85828101764
347,17594,-13389.486765225038
348,13674,4489.281231353736
349,17797,-7034.995851340064
350,13003,-2822.1314016065935
351,10006,2338.9135636727524
352,15017,-15064.188602706341
353,18981,-5477.680535182124
354,11492,-9728.033208463406
355,12135,10764.030557517985
356,16850,-1423.8412722248552
357,17430,-27645.09003587721
358,13878,-356.51480905085606
359,12367,-9715.366918307054
360,11987,8521.431079941114
361,16139,-4085.5047519414397
362,10728,9833.149780441076
363,14578,3142.5029244207444
364,11055,-374.60245607169924
365,17575,7751.166659407266
366,18481,-3129.8198062810698
367,12694,15432.628321074115
368,11635,-5428.984292246102
369,18145,-455.9044489136006
370,13886,8861.5586853947
371,13749,5264.600874112108
372,14724,-3177.124927651983
373,15962,-5842.725440630065
374,12678,-9849.124454309986
375,17953,-16053.15326508762
376,12103,-10049.836707882547
377,12186,4475.448596764396
378,14027,-11227.90285659889
379,19364,-456.9163246466969
380,16204,2262.452907463574
381,12308,2660.7521075406016
382,17813,-15146.203099063674
383,19604,9131.926789435356
384,10484,-5152.522716789733
385,11301,-17082.727651478323
386,17478,1155.5200854261002
387,14472,4511.218305747715
388,13338,-13867.788556953128
389,12236,6147.290289801127
390,11827,5483.904546164812
391,19728,-13699.474293905656
392,14136,-15658.446706634173
393,11508,11807.533097076197
394,12211,-475.4587959695905
395,12743,6446.23124498474
396,13750,14234.043913389307
397,12758,8419.5057000065
398,15479,25485.795613177874
399,15037,5593.73302960074
400,18419,2492.3442266861603
401,13846,15102.217268635392
402,16063,-12062.99819724871
403,16120,-24042.529818364263
404,16383,-5670.303289930857
405,17194,19013.713522059516
406,19525,7171.424396260971
407,15782,-5631.071009374833
408,17978,3295.059137788446
409,13260,-4605.47099275355
410,19978,-13255.515599162414
411,11776,2127.996685431864
412,18879,-3259.5635862240338
413,15691,16041.820754752356
414,19349,9159.139838394758
415,14753,-1371.9012591937042
416,17487,-5317.697107405067
417,12268,929.1047091465812
418,13901,1662.49653929455
419,12071,-1421.6599296256734
420,15560,9268.308304145688
421,18975,1582.271214435852
422,10943,-2716.643834970954
423,18111,7056.211761246524
424,18527,-6844.702066044964
425,19891,-2093.9818980001887
426,14382,-301.3140216480974
427,11662,-6739.367727147
428,17854,-1380.8552834691902
429,14971,-5963.910615315922
430,18074,3824.980120606509
431,12272,2531.0480871485493
432,12020,11146.765836087796
433,17229,18805.930956272518
434,16819,1935.1051144327935
435,13783,-14192.09429477066
436,15872,2192.7623546404825
437,18099,16746.090306096055
438,11983,-4010.728401802221
439,12387,-9625.546233945013
440,12136,-3227.1432677443704
441,15869,22964.37016062657
442,12571,17142.84195573762
443,19610,-5405.40053238124
444,12264,-1852.54266862894
445,13961,17588.27994681535
446,19623,-15756.106363193981
447,14413,-11742.630801533642
448,17659,-3738.7461852502765
449,18652,3987.375609536162
450,15466,3513.0131713203746
451,14825,-10627.735659906532
452,16928,-8146.366882548134
453,14520,-22756.29315364842
454,19685,20208.912359805126
455,12724,-15987.699970135272
456,17751,12366.698972664384
457,16999,14498.412428374182
458,10873,3107.335265544252
459,16285,19303.950985763015
460,11677,5383.469050556732
461,17419,18195.649623750294
462,10654,9485.96010100733
463,19452,-21195.580013424922
464,12014,5537.7402737032735
465,18210,-12633.633204138343
466,16941,3557.3475691135495
467,10318,3310.601146467404
468,13070,-10655.116928903084
469,15929,10822.400796715681
470,11570,21539.557225727876
471,18212,-13138.55246358346
472,11059,2808.045081057318
473,19960,530.2312795345924
474,18245,8922.408850443968
475,19608,4286.932058651489
476,19293,6762.54811333072
477,19842,-6507.167945152486
478,13347,-10638.41926424491
479,17144,-1488.6935598966538
480,11065,-12068.552420835193
481,14019,-42.5836993400468
482,18452,12353.668714148946
483,16494,22942.73658049751
484,15341,-1993.6817631990118
485,17434,2827.5247733296055
486,11183,2722.767682244974
487,19379,5574.848310222307
488,13298,-17633.537136040984
489,12496,-1677.0571989899702
490,15120,3761.573841160555
491,17642,-16769.503457624298
492,12162,-7724.241437471676
493,17188,1295.545411530572
494,13599,7897.839082388323
495,11512,-2771.1045280802828
496,15963,21726.121101863097
497,19671,5144.447439103968
498,19617,5074.649818357721
499,12576,-3419.5014669863654
500,11818,11316.07699360299
501,11269,-9386.289237695652
502,14484,3421.8667575301333
503,13267,-7053.073998626679
504,13713,-10482.436843153799
505,19398,18172.34772728953
506,18891,-8642.251149486223
507,15247,5545.646273120683
508,16933,-9562.064804154981
509,13729,-3149.5099931260206
510,15784,6427.804089498313
511,10193,-8177.857305371369
512,12868,16319.055139719294
513,19985,5480.029317015733
514,13859,-6534.143193606293
515,17705,-8313.68622270201
516,10900,8118.720757761315
517,10696,-1575.8727090826803
518,11822,2921.81031717833
519,16670,-3309.300994490003
520,15021,13588.245328108802
521,14346,13531.161238545017
522,17104,-1129.129752774829
523,11291,-10339.098018038307
524,12094,22009.222880472422
525,16878,-2003.4900181568773
526,13245,7361.779217972051
527,18072,4258.058386496101
528,10426,19663.247775759777
529,12372,4909.640818831575
530,16992,4621.840621183914
531,16507,-5240.378574587207
532,10999,-9847.297900177082
533,19742,11403.094646240563
534,19311,2411.704758371325
535,19213,4949.081650443633
536,19079,1633.0727323165586
537,16537,3114.3435786595505
538,16338,-29251.479226850905
539,16297,6653.614763823865
540,13678,-5972.847662950757
541,12779,11983.445083247403
542,19663,-98.53504366037701
543,10327,11452.076749611486
544,12229,-5245.847870299419
545,19878,-10897.294637221408
546,17661,3413.5987702264893
547,10006,-3087.8815937168474
548,14785,-3193.896699374355
549,15836,-11751.043423979236
550,18468,4582.270745663576
551,15532,-19585.13190258404
552,10078,7264.092728320445
553,15254,-8409.261160512782
554,17419,-2746.6260042312692
555,12106,11325.696854656682
556,12081,-22570.711797716387
557,16056,3344.627115387295
558,17040,-14872.228346246915
559,12314,-345.358663227336
560,14290,11796.304166043636
561,17067,-1139.5764187078146
562,13494,-2296.124787153094
563,18746,-1935.6156141083227
564,17479,7130.659992409097
565,12293,7377.569373513374
566,14755,18143.378087196394
567,11080,2667.599714537716
568,13740,-2253.294077840746
569,16905,-9882.35267456613
570,13328,4069.265542682136
571,10247,11941.063989603846
572,10252,-10913.909944660805
573,11216,8972.099874264226
574,13585,9666.93547160624
575,10345,23587.6017810511
576,16676,-6730.812647752076
577,13896,10863.156214092234
578,18348,-5842.03346807425
579,13161,17876.536652691142
580,13217,7031.948431263199
581,17446,-8289.135911583158
582,18634,9110.727853088154
583,17200,17415.614928410854
584,16829,-11051.951945136172
585,14716,9823.572917966558
586,12919,15014.142524231913
587,15146,30932.762835798367
588,13165,-1367.582186031831
589,16271,14509.832361364886
590,19589,4188.707115771139
591,13825,-2240.514323797361
592,14254,7362.088689237875
593,12243,-8184.461521080685
594,11368,-7496.60709918677
595,18620,-3574.3197852650214
596,19321,8592.131150020474
597,13180,-640.9766000958255
598,12935,-1852.565919300027
599,12920,28689.992433416824
600,14619,11985.618033941937
601,10202,12370.538835966632
602,13348,-10925.030073650169
603,16377,19810.1044163815
604,18909,30447.128876912986
605,11676,-1432.7852802552693
606,15456,2023.3552010941546
607,14163,-372.9516751235919
608,10005,2696.259354883782
609,17012,12639.455010471745
610,18193,10700.451056905637
611,19219,5624.589509926789
612,15504,3434.46885353087
613,19316,-14393.291215907084
614,12723,8387.57824153058
615,16462,3487.2489661816276
616,12529,12617.551254351076
617,12099,9071.67122446531
618,11369,3465.313101186677
619,15486,16217.646367091882
620,19391,3743.6375524862924
621,14050,3325.7812315560013
622,18051,-1331.785720645358
623,13734,16422.33356686278
624,17035,3260.4276101613714
625,16250,-6986.239132823775
626,17048,-10802.512766051916
627,12958,-24141.682343209002
628,10253,10091.45492173976
629,11127,7635.5239427426095
630,10042,13777.322196171664
631,17029,-9272.940516442872
632,14028,-10015.616113103217
633,18637,4000.5563921290895
634,12463,-10404.457085560833
635,14896,-19213.792491229044
636,15434,8562.341840285519
637,17107,3618.796143759056
638,15026,-3101.2224668642234
639,15906,7863.495522635616
640,12228,-13338.904377295694
641,11806,-2318.50314916689
642,17977,-5034.743519167096
643,11294,-11195.135996440653
644,15387,17342.33105700241
645,10748,843.561387214276
646,13800,9654.32125587196
647,15124,-19269.520799410984
648,15406,2170.897276675035
649,11955,10638.39015664322
650,18756,1248.5959100886705
651,14945,-6768.762567032748
652,18049,2041.4955550728696
653,18076,-17344.670536436453
654,11716,-10254.957625683657
655,19020,17737.592702080598
656,12121,749.905801651005
657,14525,15046.537677926504
658,19321,5333.245339524296
659,15223,1380.6765562282687
660,13252,-4852.075290525837
661,18504,18768.168398395246
662,14318,7536.908962655199
663,14685,-9270.19187996926
664,17311,4900.185401316305
665,11579,-7393.368685736782
666,12094,5496.749609975222
667,16467,-12250.77904844991
668,19955,10301.141981791663
669,13939,13012.326467504463
670,12851,1187.7992820421093
671,19103,-3329.425021652406
672,12528,5514.4021244581645
673,14608,5691.098042807774
674,10825,19995.825864799743
675,14697,-13286.142316983327
676,11525,10920.170492863765
677,17653,4736.732179343086
678,13084,-16546.39604666588
679,12273,-7009.782652269795
680,12891,9682.427835274664
681,10097,-7827.406958482123
682,16658,-2189.6463301624835
683,16358,-2908.4124779976805
684,15141,20235.857982419417
685,10601,160.2034965629915
686,19746,18728.993826447597
687,19310,4850.348582786426
688,15481,-8184.242713948895
689,17643,-7566.791985946685
690,13464,4039.33019557976
691,12440,298.3672002320496
692,12291,-4786.328352501188
693,13597,-711.2127504402847
694,17558,-5320.609550126278
695,16328,-11874.692467147432
696,13812,2236.585215979409
697,10898,-3495.9588939560913
698,19349,3814.4883888353543
699,16708,28442.77921725354
700,10897,9057.567027803601
701,11441,12809.332476668767
702,10747,19726.011855151984
703,17503,-4835.369049674496
704,12571,1230.7336761761508
705,17537,1786.6249381235643
706,15157,-5480.662152694146
707,18818,9209.266447551274
708,14954,-7223.291444663645
709,12841,7203.464278134314
710,10126,-7847.369850225672
711,11228,-11189.323622661184
712,15984,-8524.5246744172
713,19094,-4651.684377931388
714,17662,4770.272964624089
715,12138,6102.023369895964
716,19005,-15279.698872864581
717,15250,-13857.19228793055
718,15010,7208.3481673198075
719,12113,-6091.292222059235
720,10792,-6234.753551111417
721,11172,16238.093928908002
722,10801,6803.454697780258
723,16493,15876.865307417584
724,18390,2549.713327535881
725,12339,3119.6938856904862
726,10273,2904.2291987765084
727,18228,6659.629291302506
728,14740,-6142.162412129456
729,15999,-10307.479618544496
730,15104,9174.62912434951
731,14519,-1512.439695854271
732,11424,-35150.949324663736
733,12740,9807.413947790275
734,12017,-10183.772211331148
735,16884,-11328.66839458385
736,18162,7993.937352795335
737,11971,-7601.220261881855
738,18003,-6984.275263914221
739,19740,-702.0131257719859
740,10438,133.899203938403
741,17955,-3627.884867094216
742,10116,4277.142907649887
743,16338,61.236252888999836
744,14663,10875.35964063616
745,11617,-6330.346321702807
746,12195,1912.5892639621209
747,13009,-3710.5561867296055
748,17198,10147.551253341535
749,15305,14589.940288421942
750,11744,3823.732757173879
751,10701,6749.9472399384995
752,15204,-5169.7514176787745
753,15394,2225.858589254594
754,16953,3427.2873601639685
755,13727,12921.078401595874
756,13042,3341.5722643907543
757,12362,-48333.400610672594
758,11975,5011.130392485532
759,14070,-4200.860276204029
760,16827,-1547.7764664509646
761,17088,4225.845838246746
762,14885,6887.620517659363
763,18449,8835.053723521616
764,18169,1024.2530573867034
765,19214,-12860.36717752377
766,17637,-21864.942020326685
767,19980,-6345.343838810159
768,19199,-12795.43056823413
769,12011,-16593.51568113609
770,11567,2973.8925049346753
771,19782,-13640.725553698909
772,11204,31754.926784829437
773,11437,-1571.5973222570215
774,19598,1353.0898414880064
775,12129,-14604.999259255219
776,18055,-2963.3393254853545
777,13407,12218.46305659775
778,19322,-19649.638221382582
779,12092,17277.30314735585
780,16204,5002.257008008886
781,15863,2651.0490283204967
782,11176,1638.9215135083782
783,12386,12222.263212906153
784,10834,-10867.155207623822
785,15987,-13901.882448080514
786,13383,3666.737839157769
787,18512,3686.492931361973
788,10275,-5776.201523611276
789,10139,7363.954085200539
790,18845,2321.8931655209217
791,18675,-2353.337332513922
792,18930,29117.212218551915
793,11916,8941.73924492249
794,11689,9336.93572583446
795,11658,-9421.549398744932
796,15524,-1884.6933185123512
797,11024,-1750.7261438570329
798,13170,1285.9114113647388
799,12172,10197.214395941533
800,12586,-4237.498992103489
801,13513,24202.064049895293
802,14294,-4786.372307089016
803,10923,-9875.281569900173
804,10424,-6877.566379618723
805,14473,-7663.073522907626
806,14544,13605.512921028077
807,11712,16404.856417331477
808,11684,-6029.607713250323
809,12581,2048.0328548882503
810,13310,-6167.416800099972
811,14326,-16931.29069808628
812,16043,-3140.000572533843
813,17571,-2340.2862863526993
814,19897,6864.260639778149
815,17743,-3306.3022687654748
816,16530,-4761.055866783672
817,13719,-13825.44122055225
818,17107,5616.9928439085525
819,18272,-1465.6770673637086
820,18274,-1271.6751834523252
821,11076,-12133.511158854173
822,17920,-6519.9815945634155
823,17216,-5633.101740326257
824,12359,23759.103699561092
825,10752,14048.335910336253
826,17054,2048.768112906429
827,10497,-6001.109363607846
828,10555,-1576.177032914517
829,12203,8233.036724930067
830,18684,-18284.351336308475
831,18700,13948.148355941052
832,19313,18937.618412589847
833,18827,-5190.440824205208
834,11850,7311.488626620849
835,18416,-14108.955048795915
836,16483,-16704.24266357195
837,15113,2496.1873397038694
838,14006,1669.3779052468385
839,14379,8990.303243619472
840,14069,4758.078845663687
841,17859,4849.768137779184
842,12188,14497.01706171813
843,17636,8350.032881542706
844,16131,7715.614457713767
845,17102,14375.104097988517
846,17955,9409.884568486343
847,12555,-4467.30884920655
848,19438,1209.9777138470067
849,15414,-5569.675101839239
850,19167,-15485.693670310842
851,12272,17413.232729133604
852,12369,11280.608542840642
853,12176,1542.7473128945796
854,12271,17888.662644642176
855,10696,6249.882057730539
856,10021,1185.7691692254296
857,12942,-3507.8949126480265
858,13281,-3224.8026037619156
859,12044,-10045.417895150273
860,11613,-2510.1005079932324
861,18592,-12671.393600014211
862,11660,-18044.412080990005
863,10404,3397.3863048636044
864,11053,4259.653865420929
865,11840,1831.1058460020545
866,19906,10317.481939811034
867,17780,-7213.42640487764
868,13519,-2360.2296810286084
869,11124,21812.578437084187
870,12720,-11118.981492954244
871,12421,-7755.519966680248
872,15064,-3191.111024656291
873,10974,-17800.62464173117
874,14183,-1092.313155030894
875,13714,-21830.275777093946
876,14737,-10299.502643696933
877,16575,-11949.889692206601
878,12984,17776.70659766989
879,14969,1975.8530467067299
880,16250,-11723.302481455172
881,15339,-17073.000135682207
882,12205,-19251.89158810744
883,12306,15866.616171829748
884,15566,8300.403751078326
885,19755,9956.573246905456
886,10510,18954.52025485615
887,10964,11826.900964312837
888,16603,2209.649835310341
889,14454,9588.98825692617
890,11178,9132.077355659098
891,18740,12420.047747667119
892,19833,10938.625894608256
893,10811,-4063.9469901950633
894,11227,16610.028001239167
895,18877,-26487.25974411398
896,16374,-29668.501872652065
897,19528,17611.47305577269
898,14260,-10089.091446814155
899,19248,-6847.070267939123
900,15342,10872.016712937791
901,19520,-7320.664116685295
902,17167,-35300.848242661385
903,13737,-8418.492885628784
904,17156,11137.415547094986
905,14794,-16795.98549102616
906,19553,3956.2411230758757
907,12058,-7660.7455428804715
908,13508,-1926.8305339001142
909,18158,105.01286837768471
910,17533,-11867.62533378175
911,19460,-24121.230608463127
912,16476,-5000.019776168651
913,12137,6880.1709994149305
914,12308,-8182.278996176058
915,10447,14746.747517341464
916,19886,17512.54541671371
917,16389,1696.4768935397026
918,19766,-13964.175687592453
919,11301,-3662.465576329744
920,11744,-6445.903140937159
921,12231,15731.988273748768
922,19684,3191.5752548741357
923,10006,-197.33082488840517
924,13286,-12612.02776790683
925,11311,-2020.5968490587798
926,13851,7896.604732351435
927,14813,15478.206156351402
928,14675,-17790.330471710266
929,19117,12837.274995889398
930,18938,-122.40212859132723
931,14258,10825.040638992923
932,13180,16959.253332004813
933,15585,4756.496801050898
934,17817,-1774.9806716305548
935,17494,18681.71503569627
936,11582,13255.211817578585
937,14349,-5844.661735610201
938,19363,-7047.637717409386
939,10594,-2342.916363361591
940,18243,-4142.773663710563
941,17300,-7059.180386273187
942,19409,-19077.62741016204
943,11309,-22308.154697467813
944,12246,284.54857800221487
945,18352,-92.45682311480525
946,11011,-26982.790086297868
947,11552,11327.536186543693
948,17393,-688.748336944549
949,10084,-13741.001102612756
950,11311,-437.54827366203654
951,16025,5303.977161983767
952,14172,-25865.31470705987
953,18168,2824.324189137829
954,16658,26864.07741102159
955,12695,-4719.7221349126885
956,12811,840.6474037937369
957,17871,3930.4317033999155
958,16750,1335.0988890972808
959,12875,-9275.38443187538
960,10230,-12073.287294588765
961,18488,13578.172813240591
962,16320,3476.437481401098
963,15461,-615.8095360342083
964,16273,9843.781788031967
965,17305,11061.424970011807
966,14412,10739.888986214872
967,10702,7913.8969787469
968,12948,-2676.9961751452242
969,11466,6681.935888188903
970,14707,-4080.96044477022
971,16384,2868.46711114582
972,14529,21088.407151646417
973,10007,11749.263619730784
974,15224,-25599.96771781713
975,12740,-9754.415557494822
976,15281,10009.374005969574
977,19637,2923.396162359832
978,19099,-6363.858012919552
979,13662,7623.159667407482
980,11000,-12355.305896018364
981,16217,-7928.101039700142
982,18346,-6055.844828041263
983,10647,3219.5807512739766
984,15813,-587.2943682517905
985,14192,-4678.422816112669
986,12611,18343.77548153575
987,10488,-314.51045757405933
988,16916,-17636.82252221985
989,18949,2149.1925316986612
990,13129,-22298.603883109216
991,14147,-3145.8549152549167
992,13395,13306.674446044066
993,19259,-8837.746124661611
994,19530,-6212.554629710825
995,14354,-1548.0934425294015
996,18734,-291.98581731346366
997,15532,27931.64030449048
998,10172,1224.7528671477705
999,15697,1010.0200811652421
1000,12548,-5086.610960908614
1001,10676,-3169.3057532553903
1002,15979,-16209.198741616836
1003,15639,-10330.612507206926
1004,15996,-7534.9157140753805
1005,17740,3193.0450853888296
1006,15942,-4674.414611797317
1007,19597,1484.2801976128214
1008,11524,1297.8419574690536
1009,10461,8962.77139078548
1010,13713,-18987.761353987247
1011,11273,-12506.519926625182
1012,13785,-19068.78880040967
1013,18160,30385.527712658928
1014,10978,-7306.348944106796
1015,18426,-7611.874562858179
1016,11360,4679.676944370409
1017,16537,13252.916710180683
1018,16065,-656.0881853004394
1019,19523,7492.151917060776
1020,15769,6449.289521065926
1021,19016,9231.86133520117
